orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber,productCode,quantityOrdered,priceEach,orderLineNumber,paymentDate,amount,interactionID,interactionType,interactionDate,reviewID,reviewDate,rating,reviewText,employeeNumber,officeCode
143,2024-09-16,2024-09-23,NULL,In Process,Order placed by customer 914,914,PRD00311,23,45.16,1,2024-06-18,2073.56,524,Online Chat,2024-04-25,314,2024-02-05,3,Fantastic! Exceeded my expectations.,210,786
241,2024-06-12,2024-06-19,NULL,Pending,Order placed by customer 161,161,PRD00312,22,83.29,1,2024-08-17,2574.77,257,Online Chat,2024-01-30,858,2024-06-27,5,"Not satisfied, would not buy again.",514,563
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,227,In-Person Meeting,2024-02-09,999,2023-12-17,2,"Not satisfied, would not buy again.",366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,227,In-Person Meeting,2024-02-09,42,2023-11-05,2,Fantastic! Exceeded my expectations.,366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,652,Email,2024-02-07,999,2023-12-17,2,"Not satisfied, would not buy again.",366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,652,Email,2024-02-07,42,2023-11-05,2,Fantastic! Exceeded my expectations.,366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,818,In-Person Meeting,2023-10-25,999,2023-12-17,2,"Not satisfied, would not buy again.",366,729
20,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 474,474,PRD00314,80,27.63,1,NULL,NULL,818,In-Person Meeting,2023-10-25,42,2023-11-05,2,Fantastic! Exceeded my expectations.,366,729
8,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 632,632,PRD00314,92,97.27,1,NULL,NULL,729,In-Person Meeting,2024-05-18,999,2023-12-17,2,"Not satisfied, would not buy again.",752,773
8,2024-07-10,2024-07-17,NULL,In Process,Order placed by customer 632,632,PRD00314,92,97.27,1,NULL,NULL,729,In-Person Meeting,2024-05-18,42,2023-11-05,2,Fantastic! Exceeded my expectations.,752,773
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-08-14,4917.64,NULL,NULL,NULL,999,2023-12-17,2,"Not satisfied, would not buy again.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-08-14,4917.64,NULL,NULL,NULL,42,2023-11-05,2,Fantastic! Exceeded my expectations.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-06-18,1959.09,NULL,NULL,NULL,999,2023-12-17,2,"Not satisfied, would not buy again.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-06-18,1959.09,NULL,NULL,NULL,42,2023-11-05,2,Fantastic! Exceeded my expectations.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-06-20,2550.69,NULL,NULL,NULL,999,2023-12-17,2,"Not satisfied, would not buy again.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00314,92,72.18,1,2024-06-20,2550.69,NULL,NULL,NULL,42,2023-11-05,2,Fantastic! Exceeded my expectations.,636,673
672,2024-07-15,2024-07-22,NULL,Pending,Order placed by customer 243,243,PRD00317,78,57.46,1,2024-06-22,3252.31,970,Phone Call,2024-01-14,NULL,NULL,NULL,NULL,779,978
672,2024-07-15,2024-07-22,NULL,Pending,Order placed by customer 243,243,PRD00317,78,57.46,1,2024-06-17,4190.41,970,Phone Call,2024-01-14,NULL,NULL,NULL,NULL,779,978
863,2024-07-20,2024-07-27,NULL,Cancelled,Order placed by customer 963,963,PRD00317,76,46.39,1,NULL,NULL,396,Phone Call,2024-01-17,NULL,NULL,NULL,NULL,549,637
863,2024-07-20,2024-07-27,NULL,Cancelled,Order placed by customer 963,963,PRD00317,76,46.39,1,NULL,NULL,604,Phone Call,2024-03-15,NULL,NULL,NULL,NULL,549,637
752,2024-09-18,2024-09-25,NULL,In Process,Order placed by customer 29,29,PRD00319,75,22.91,1,NULL,NULL,458,Email,2024-06-16,862,2023-10-26,1,"Average product, could be better.",526,657
752,2024-09-18,2024-09-25,NULL,In Process,Order placed by customer 29,29,PRD00319,75,22.91,1,NULL,NULL,458,Email,2024-06-16,215,2024-02-11,5,Excellent product! Highly recommended.,526,657
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00319,23,77.63,1,NULL,NULL,461,Phone Call,2024-04-29,862,2023-10-26,1,"Average product, could be better.",39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00319,23,77.63,1,NULL,NULL,461,Phone Call,2024-04-29,215,2024-02-11,5,Excellent product! Highly recommended.,39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00319,23,77.63,1,NULL,NULL,557,In-Person Meeting,2023-11-05,862,2023-10-26,1,"Average product, could be better.",39,710
166,2024-08-21,2024-08-28,NULL,Pending,Order placed by customer 663,663,PRD00319,23,77.63,1,NULL,NULL,557,In-Person Meeting,2023-11-05,215,2024-02-11,5,Excellent product! Highly recommended.,39,710
59,2024-06-15,2024-06-22,NULL,In Process,Order placed by customer 987,987,PRD00320,2,43.66,1,NULL,NULL,83,Phone Call,2024-06-11,NULL,NULL,NULL,NULL,222,499
474,2024-09-13,2024-09-20,2024-09-15,Shipped,Order placed by customer 622,622,PRD00320,21,49.28,1,NULL,NULL,37,Email,2024-09-09,NULL,NULL,NULL,NULL,430,237
61,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 504,504,PRD00320,30,24.30,1,2024-07-29,3130.74,538,In-Person Meeting,2024-05-20,NULL,NULL,NULL,NULL,772,204
61,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 504,504,PRD00320,30,24.30,1,2024-07-29,3130.74,626,Online Chat,2024-07-03,NULL,NULL,NULL,NULL,772,204
61,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 504,504,PRD00320,30,24.30,1,2024-09-11,1717.88,538,In-Person Meeting,2024-05-20,NULL,NULL,NULL,NULL,772,204
61,2024-06-21,2024-06-28,NULL,Cancelled,Order placed by customer 504,504,PRD00320,30,24.30,1,2024-09-11,1717.88,626,Online Chat,2024-07-03,NULL,NULL,NULL,NULL,772,204
723,2024-07-14,2024-07-21,NULL,Pending,Order placed by customer 132,132,PRD00320,100,22.69,1,2024-08-22,991.94,130,In-Person Meeting,2024-03-12,NULL,NULL,NULL,NULL,789,155
723,2024-07-14,2024-07-21,NULL,Pending,Order placed by customer 132,132,PRD00320,100,22.69,1,2024-06-24,3547.46,130,In-Person Meeting,2024-03-12,NULL,NULL,NULL,NULL,789,155
140,2024-08-17,2024-08-24,NULL,Cancelled,Order placed by customer 307,307,PRD00320,58,59.96,1,NULL,NULL,217,Email,2024-04-01,NULL,NULL,NULL,NULL,869,319
915,2024-07-27,2024-08-03,2024-07-29,Shipped,Order placed by customer 626,626,PRD00320,85,69.98,1,2024-06-28,3018.98,292,Phone Call,2024-03-03,NULL,NULL,NULL,NULL,871,855
786,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 403,403,PRD00320,60,50.25,1,NULL,NULL,155,Online Chat,2024-03-15,NULL,NULL,NULL,NULL,678,645
786,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 403,403,PRD00320,60,50.25,1,NULL,NULL,466,Online Chat,2024-06-11,NULL,NULL,NULL,NULL,678,645
786,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 403,403,PRD00320,60,50.25,1,NULL,NULL,801,In-Person Meeting,2024-04-05,NULL,NULL,NULL,NULL,678,645
786,2024-07-25,2024-08-01,NULL,In Process,Order placed by customer 403,403,PRD00320,60,50.25,1,NULL,NULL,820,Online Chat,2024-03-22,NULL,NULL,NULL,NULL,678,645
667,2024-09-11,2024-09-18,NULL,Cancelled,Order placed by customer 238,238,PRD00320,17,83.21,1,NULL,NULL,377,Phone Call,2024-03-11,NULL,NULL,NULL,NULL,619,774
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-14,2703.43,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-14,2703.43,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-25,3923.70,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-25,3923.70,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-28,4372.01,561,Online Chat,2023-12-06,NULL,NULL,NULL,NULL,762,534
536,2024-08-24,2024-08-31,2024-08-26,Shipped,Order placed by customer 735,735,PRD00320,87,17.50,1,2024-06-28,4372.01,789,Online Chat,2024-05-07,NULL,NULL,NULL,NULL,762,534
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-08-25,4793.52,435,In-Person Meeting,2024-07-23,91,2024-01-13,1,"Not satisfied, would not buy again.",22,737
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-08-25,4793.52,435,In-Person Meeting,2024-07-23,507,2024-08-05,4,"Average product, could be better.",22,737
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-08-25,4793.52,435,In-Person Meeting,2024-07-23,371,2024-04-17,5,"Not satisfied, would not buy again.",22,737
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-06-18,504.06,435,In-Person Meeting,2024-07-23,91,2024-01-13,1,"Not satisfied, would not buy again.",22,737
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-06-18,504.06,435,In-Person Meeting,2024-07-23,507,2024-08-05,4,"Average product, could be better.",22,737
479,2024-07-22,2024-07-29,NULL,Cancelled,Order placed by customer 361,361,PRD00322,80,72.95,1,2024-06-18,504.06,435,In-Person Meeting,2024-07-23,371,2024-04-17,5,"Not satisfied, would not buy again.",22,737
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-08-14,4917.64,NULL,NULL,NULL,902,2024-08-10,1,Excellent product! Highly recommended.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-08-14,4917.64,NULL,NULL,NULL,35,2024-05-12,5,"Good quality, but a bit expensive.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-08-14,4917.64,NULL,NULL,NULL,450,2024-02-16,1,Excellent product! Highly recommended.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-18,1959.09,NULL,NULL,NULL,902,2024-08-10,1,Excellent product! Highly recommended.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-18,1959.09,NULL,NULL,NULL,35,2024-05-12,5,"Good quality, but a bit expensive.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-18,1959.09,NULL,NULL,NULL,450,2024-02-16,1,Excellent product! Highly recommended.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-20,2550.69,NULL,NULL,NULL,902,2024-08-10,1,Excellent product! Highly recommended.,636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-20,2550.69,NULL,NULL,NULL,35,2024-05-12,5,"Good quality, but a bit expensive.",636,673
568,2024-07-24,2024-07-31,NULL,Pending,Order placed by customer 795,795,PRD00325,19,14.98,1,2024-06-20,2550.69,NULL,NULL,NULL,450,2024-02-16,1,Excellent product! Highly recommended.,636,673
880,2024-09-19,2024-09-26,NULL,In Process,Order placed by customer 824,824,PRD00326,28,31.87,1,NULL,NULL,291,Phone Call,2024-01-07,30,2023-11-12,4,"Average product, could be better.",128,44
880,2024-09-19,2024-09-26,NULL,In Process,Order placed by customer 824,824,PRD00326,28,31.87,1,NULL,NULL,291,Phone Call,2024-01-07,84,2024-09-16,5,"Good quality, but a bit expensive.",128,44
880,2024-09-19,2024-09-26,NULL,In Process,Order placed by customer 824,824,PRD00326,28,31.87,1,NULL,NULL,291,Phone Call,2024-01-07,273,2024-07-30,3,Fantastic! Exceeded my expectations.,128,44
433,2024-09-14,2024-09-21,NULL,Pending,Order placed by customer 839,839,PRD00326,38,20.07,1,NULL,NULL,280,Phone Call,2024-04-03,30,2023-11-12,4,"Average product, could be better.",202,951
433,2024-09-14,2024-09-21,NULL,Pending,Order placed by customer 839,839,PRD00326,38,20.07,1,NULL,NULL,280,Phone Call,2024-04-03,84,2024-09-16,5,"Good quality, but a bit expensive.",202,951
433,2024-09-14,2024-09-21,NULL,Pending,Order placed by customer 839,839,PRD00326,38,20.07,1,NULL,NULL,280,Phone Call,2024-04-03,273,2024-07-30,3,Fantastic! Exceeded my expectations.,202,951
766,2024-07-30,2024-08-06,NULL,In Process,Order placed by customer 906,906,PRD00327,47,74.75,1,2024-08-25,2041.78,206,Online Chat,2024-04-12,NULL,NULL,NULL,NULL,320,715
766,2024-07-30,2024-08-06,NULL,In Process,Order placed by customer 906,906,PRD00327,47,74.75,1,2024-08-07,3683.90,206,Online Chat,2024-04-12,NULL,NULL,NULL,NULL,320,715
766,2024-07-30,2024-08-06,NULL,In Process,Order placed by customer 906,906,PRD00327,47,74.75,1,2024-08-22,913.30,206,Online Chat,2024-04-12,NULL,NULL,NULL,NULL,320,715
350,2024-06-26,2024-07-03,NULL,In Process,Order placed by customer 188,188,PRD00328,22,12.45,1,NULL,NULL,829,Online Chat,2024-07-05,199,2023-12-29,1,Fantastic! Exceeded my expectations.,850,521
832,2024-07-11,2024-07-18,NULL,Pending,Order placed by customer 677,677,PRD00328,60,50.11,1,NULL,NULL,587,In-Person Meeting,2024-06-22,199,2023-12-29,1,Fantastic! Exceeded my expectations.,967,796
272,2024-07-05,2024-07-12,NULL,In Process,Order placed by customer 176,176,PRD00328,3,37.20,1,2024-07-21,4046.91,9,In-Person Meeting,2024-02-04,199,2023-12-29,1,Fantastic! Exceeded my expectations.,994,964
272,2024-07-05,2024-07-12,NULL,In Process,Order placed by customer 176,176,PRD00328,3,37.20,1,2024-07-21,4046.91,666,In-Person Meeting,2024-07-29,199,2023-12-29,1,Fantastic! Exceeded my expectations.,994,964
272,2024-07-05,2024-07-12,NULL,In Process,Order placed by customer 176,176,PRD00328,3,37.20,1,2024-08-06,1843.04,9,In-Person Meeting,2024-02-04,199,2023-12-29,1,Fantastic! Exceeded my expectations.,994,964
272,2024-07-05,2024-07-12,NULL,In Process,Order placed by customer 176,176,PRD00328,3,37.20,1,2024-08-06,1843.04,666,In-Person Meeting,2024-07-29,199,2023-12-29,1,Fantastic! Exceeded my expectations.,994,964
233,2024-09-05,2024-09-12,NULL,Pending,Order placed by customer 525,525,PRD00330,65,99.18,1,NULL,NULL,848,Phone Call,2024-01-04,171,2024-03-07,2,"Good quality, but a bit expensive.",807,417
233,2024-09-05,2024-09-12,NULL,Pending,Order placed by customer 525,525,PRD00330,65,99.18,1,NULL,NULL,848,Phone Call,2024-01-04,767,2024-06-23,5,"Good quality, but a bit expensive.",807,417
545,2024-09-10,2024-09-17,NULL,Cancelled,Order placed by customer 502,502,PRD00330,59,65.31,1,NULL,NULL,518,Online Chat,2024-05-02,171,2024-03-07,2,"Good quality, but a bit expensive.",565,498
545,2024-09-10,2024-09-17,NULL,Cancelled,Order placed by customer 502,502,PRD00330,59,65.31,1,NULL,NULL,518,Online Chat,2024-05-02,767,2024-06-23,5,"Good quality, but a bit expensive.",565,498
391,2024-07-23,2024-07-30,NULL,Pending,Order placed by customer 99,99,PRD00331,32,42.80,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,542
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,168,In-Person Meeting,2024-01-19,948,2024-03-04,2,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,168,In-Person Meeting,2024-01-19,151,2024-04-10,3,"Average product, could be better.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,168,In-Person Meeting,2024-01-19,466,2024-02-04,1,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,890,Online Chat,2023-10-01,948,2024-03-04,2,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,890,Online Chat,2023-10-01,151,2024-04-10,3,"Average product, could be better.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-08-07,718.23,890,Online Chat,2023-10-01,466,2024-02-04,1,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,168,In-Person Meeting,2024-01-19,948,2024-03-04,2,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,168,In-Person Meeting,2024-01-19,151,2024-04-10,3,"Average product, could be better.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,168,In-Person Meeting,2024-01-19,466,2024-02-04,1,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,890,Online Chat,2023-10-01,948,2024-03-04,2,"Not satisfied, would not buy again.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,890,Online Chat,2023-10-01,151,2024-04-10,3,"Average product, could be better.",110,790
732,2024-06-21,2024-06-28,NULL,Pending,Order placed by customer 521,521,PRD00333,81,17.57,1,2024-07-25,3381.04,890,Online Chat,2023-10-01,466,2024-02-04,1,"Not satisfied, would not buy again.",110,790
50,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 683,683,PRD00334,69,67.70,1,NULL,NULL,NULL,NULL,NULL,275,2024-04-08,2,"Not satisfied, would not buy again.",833,582
50,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 683,683,PRD00334,69,67.70,1,NULL,NULL,NULL,NULL,NULL,716,2023-12-17,5,"Good quality, but a bit expensive.",833,582
50,2024-06-15,2024-06-22,NULL,Pending,Order placed by customer 683,683,PRD00334,69,67.70,1,NULL,NULL,NULL,NULL,NULL,685,2024-04-02,2,"Good quality, but a bit expensive.",833,582
629,2024-07-28,2024-08-04,NULL,In Process,Order placed by customer 767,767,PRD00335,97,26.17,1,2024-08-08,4133.97,NULL,NULL,NULL,590,2024-05-02,1,"Good quality, but a bit expensive.",454,200
629,2024-07-28,2024-08-04,NULL,In Process,Order placed by customer 767,767,PRD00335,97,26.17,1,2024-08-08,4133.97,NULL,NULL,NULL,296,2024-05-03,2,"Good quality, but a bit expensive.",454,200
32,2024-06-18,2024-06-25,2024-06-20,Shipped,Order placed by customer 846,846,PRD00336,40,37.48,1,NULL,NULL,359,Online Chat,2024-06-03,120,2023-11-21,1,Excellent product! Highly recommended.,581,831
32,2024-06-18,2024-06-25,2024-06-20,Shipped,Order placed by customer 846,846,PRD00336,40,37.48,1,NULL,NULL,359,Online Chat,2024-06-03,757,2024-02-23,2,"Not satisfied, would not buy again.",581,831
868,2024-09-17,2024-09-24,NULL,Cancelled,Order placed by customer 193,193,PRD00336,55,44.64,1,NULL,NULL,NULL,NULL,NULL,120,2023-11-21,1,Excellent product! Highly recommended.,75,277
868,2024-09-17,2024-09-24,NULL,Cancelled,Order placed by customer 193,193,PRD00336,55,44.64,1,NULL,NULL,NULL,NULL,NULL,757,2024-02-23,2,"Not satisfied, would not buy again.",75,277
694,2024-07-03,2024-07-10,NULL,Cancelled,Order placed by customer 379,379,PRD00336,93,94.26,1,2024-07-03,1374.29,NULL,NULL,NULL,120,2023-11-21,1,Excellent product! Highly recommended.,746,420
694,2024-07-03,2024-07-10,NULL,Cancelled,Order placed by customer 379,379,PRD00336,93,94.26,1,2024-07-03,1374.29,NULL,NULL,NULL,757,2024-02-23,2,"Not satisfied, would not buy again.",746,420
4,2024-07-30,2024-08-06,NULL,In Process,Order placed by customer 838,838,PRD00337,24,25.21,1,2024-07-02,4484.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,963
634,2024-08-28,2024-09-04,NULL,Pending,Order placed by customer 53,53,PRD00339,51,88.19,1,2024-09-19,1134.13,NULL,NULL,NULL,639,2024-07-27,1,"Good quality, but a bit expensive.",951,761
402,2024-07-14,2024-07-21,NULL,In Process,Order placed by customer 680,680,PRD00340,27,70.71,1,NULL,NULL,638,Email,2024-04-10,700,2024-08-04,4,"Average product, could be better.",60,198
402,2024-07-14,2024-07-21,NULL,In Process,Order placed by customer 680,680,PRD00340,27,70.71,1,NULL,NULL,638,Email,2024-04-10,871,2024-05-26,5,Excellent product! Highly recommended.,60,198
674,2024-07-19,2024-07-26,NULL,Cancelled,Order placed by customer 873,873,PRD00341,13,50.29,1,NULL,NULL,472,Phone Call,2024-01-02,946,2023-10-10,3,Fantastic! Exceeded my expectations.,142,803
674,2024-07-19,2024-07-26,NULL,Cancelled,Order placed by customer 873,873,PRD00341,13,50.29,1,NULL,NULL,925,In-Person Meeting,2024-07-29,946,2023-10-10,3,Fantastic! Exceeded my expectations.,142,803
